cell	x	y	cluster
120896.WT_25	2688.741176470588	1513.7058823529412	c32
120899.WT_25	2628.7555555555555	613.8888888888889	c0
120900.WT_25	2631.853658536585	665.5365853658536	c0
120902.WT_25	2653.4296875	1045.9921875	c35
120903.WT_25	2673.2291666666665	1332.8333333333333	c0
120905.WT_25	2696.75	1639.875	c6
120908.WT_25	2611.21686746988	356.48192771084337	c22
120911.WT_25	2628.3846153846152	618.9230769230769	c13
120912.WT_25	2633.5616438356165	678.7397260273973	c0
120913.WT_25	2633.1304347826085	702.1739130434783	c8
120914.WT_25	2641.5263157894738	814.7894736842105	c29
120915.WT_25	2662.1739130434785	1128.108695652174	c19
120916.WT_25	2674.3777777777777	1349.9555555555555	c29
120918.WT_25	2687.876712328767	1544.7808219178082	c7
120919.WT_25	2688.9310344827586	1565.3793103448277	c23
120920.WT_25	2689.9837398373984	1575.6504065040651	c0
120921.WT_25	2608.1408450704225	314.33098591549293	c6
120922.WT_25	2606.9411764705883	346.3529411764706	c6
120927.WT_25	2639.432098765432	745.7530864197531	c0
120929.WT_25	2682.2201834862385	1507.3302752293578	c0
120936.WT_25	2621.422535211268	554.7183098591549	c0
120937.WT_25	2627.875	634.125	c8
120938.WT_25	2629.185185185185	656.2962962962963	c8
120939.WT_25	2628.555555555556	682.5555555555555	c8
120942.WT_25	2674.8372093023254	1344.5348837209303	c2
120943.WT_25	2677.769230769231	1410.7307692307693	c2
120944.WT_25	2680.076923076923	1441.7692307692307	c7
120948.WT_25	2619.3908629441626	516.6598984771574	c21
120949.WT_25	2622.705882352941	565.1176470588235	c0
120950.WT_25	2625.1428571428573	580.0595238095239	c23
120951.WT_25	2630.6666666666665	674.1481481481482	c23
120952.WT_25	2632.0	689.1	c0
120953.WT_25	2630.454545454545	710.7272727272727	c8
120954.WT_25	2646.390625	923.8125	c19
120957.WT_25	2672.983333333333	1311.9333333333334	c0
120960.WT_25	2677.769230769231	1446.7692307692307	c2
120961.WT_25	2682.26	1487.64	c10
120963.WT_25	2694.710144927536	1694.7391304347825	c30
120964.WT_25	2605.4210526315787	306.42105263157896	c0
120969.WT_25	2626.2	574.25	c0
120971.WT_25	2632.0	724.1666666666666	c2
120972.WT_25	2638.4651162790697	786.2790697674419	c29
120973.WT_25	2637.8529411764707	817.9117647058823	c29
120974.WT_25	2667.185185185185	1240.437037037037	c29
120975.WT_25	2678.983695652174	1461.7554347826087	c29
120976.WT_25	2679.9173553719006	1498.314049586777	c21
120977.WT_25	2685.625	1550.9375	c29
120978.WT_25	2690.94262295082	1612.122950819672	c13
120979.WT_25	2692.19512195122	1654.7268292682927	c14
120982.WT_25	2628.0	672.2222222222222	c0
120983.WT_25	2632.2631578947367	695.7368421052631	c8
120984.WT_25	2631.921348314607	751.3483146067416	c0
120986.WT_25	2670.590909090909	1338.9545454545455	c2
120987.WT_25	2673.9014084507044	1399.4929577464789	c0
120988.WT_25	2675.6794871794878	1415.8333333333333	c0
120989.WT_25	2685.566037735849	1538.3962264150944	c0
120992.WT_25	2622.9411764705883	586.2941176470588	c0
120994.WT_25	2642.3703703703704	916.8148148148148	c19
120996.WT_25	2647.212962962963	945.4814814814816	c19
120997.WT_25	2655.1388888888887	1125.4305555555557	c19
120998.WT_25	2664.625	1246.5	c29
120999.WT_25	2671.22	1305.38	c2
121000.WT_25	2675.3125	1444.6875	c6
121001.WT_25	2684.9	1565.25	c29
121002.WT_25	2688.6666666666665	1621.7931034482758	c6
121005.WT_25	2617.18	496.94	c23
121008.WT_25	2621.12	570.7	c0
121009.WT_25	2626.2391304347825	663.5434782608696	c5
121011.WT_25	2648.063157894737	935.9894736842106	c19
121012.WT_25	2654.0963855421687	1118.0481927710844	c19
121013.WT_25	2672.0	1322.4	c2
121016.WT_25	2686.1495327102803	1605.1214953271028	c0
121017.WT_25	2687.7699115044247	1634.796460176991	c6
121020.WT_25	2610.742857142857	394.9428571428571	c10
121021.WT_25	2615.0	478.6666666666667	c0
121022.WT_25	2632.9122807017543	767.7719298245614	c0
121023.WT_25	2636.9454545454546	808.3272727272728	c29
121024.WT_25	2642.829268292683	908.219512195122	c19
121025.WT_25	2665.4375	1307.375	c29
121033.WT_25	2614.162162162162	472.4324324324325	c13
121034.WT_25	2614.708333333333	489.8333333333333	c10
121035.WT_25	2623.3888888888887	616.5555555555555	c0
121036.WT_25	2644.780303030303	969.560606060606	c19
121037.WT_25	2651.5	1069.46875	c19
121038.WT_25	2653.842105263158	1102.4122807017543	c19
121040.WT_25	2665.1290322580644	1271.0645161290322	c2
121041.WT_25	2663.009756097561	1288.1170731707316	c29
121043.WT_25	2675.425925925926	1424.9351851851852	c29
121051.WT_25	2626.8888888888887	701.2222222222222	c0
121054.WT_25	2648.9054054054054	1024.3648648648648	c19
121055.WT_25	2652.417218543046	1081.1920529801323	c19
121056.WT_25	2665.371794871795	1345.2435897435898	c0
121057.WT_25	2681.669565217391	1529.5260869565218	c32
121059.WT_25	2599.92349726776	272.43169398907105	c22
121061.WT_25	2623.958333333333	648.9583333333334	c0
121062.WT_25	2626.955555555556	706.9555555555555	c8
121063.WT_25	2631.809523809524	779.8809523809524	c0
121064.WT_25	2634.176470588235	802.2549019607843	c29
121065.WT_25	2661.925	1309.275	c2
121066.WT_25	2670.25	1419.0625	c6
121073.WT_25	2605.0344827586205	357.91379310344826	c22
121076.WT_25	2620.535714285714	610.2857142857143	c13
121077.WT_25	2623.5	623.0652173913044	c0
121078.WT_25	2624.675925925926	641.1944444444445	c8
121079.WT_25	2630.4	732.7052631578947	c0
121080.WT_25	2664.9375	1315.2708333333333	c2
121082.WT_25	2613.095238095238	494.8571428571428	c13
121085.WT_25	2631.946808510638	792.531914893617	c0
121086.WT_25	2670.953216374269	1451.6491228070176	c6
121087.WT_25	2672.714285714286	1472.8367346938776	c0
121088.WT_25	2673.923076923077	1497.179487179487	c10
121089.WT_25	2682.132075471698	1571.1132075471698	c21
121091.WT_25	2606.7169811320755	366.622641509434	c6
121094.WT_25	2613.276595744681	504.7659574468085	c13
121095.WT_25	2618.212121212121	599.7636363636364	c0
121097.WT_25	2620.3636363636365	634.8787878787879	c23
121098.WT_25	2622.625	656.0	c8
121099.WT_25	2626.725490196078	689.7352941176471	c8
121100.WT_25	2626.2758620689656	740.1034482758621	c0
121101.WT_25	2628.9901960784314	812.7156862745098	c29
121102.WT_25	2638.775510204081	935.6122448979592	c19
121103.WT_25	2639.657142857143	956.7904761904762	c19
121104.WT_25	2648.8616071428573	1093.2767857142858	c19
121105.WT_25	2658.266666666667	1242.7111111111112	c29
121107.WT_25	2675.0059523809523	1437.047619047619	c0
121112.WT_25	2608.0	471.6896551724138	c10
121113.WT_25	2615.1875	574.0625	c0
121114.WT_25	2623.967213114754	696.2131147540983	c8
121115.WT_25	2637.6048780487804	901.3170731707318	c19
121116.WT_25	2651.768472906404	1141.5566502463057	c19
121119.WT_25	2679.0	1563.394366197183	c13
121120.WT_25	2680.280701754386	1581.8333333333333	c22
121123.WT_25	2614.5569620253164	566.9746835443038	c0
121125.WT_25	2618.679012345679	630.0370370370371	c0
121126.WT_25	2623.297297297297	675.4324324324324	c8
121127.WT_25	2641.6881188118814	980.0	c19
121128.WT_25	2658.5975609756097	1255.7073170731708	c29
121129.WT_25	2660.147435897436	1266.0384615384614	c29
121130.WT_25	2669.4105263157894	1484.6947368421052	c0
121132.WT_25	2675.7329192546586	1547.9006211180124	c6
121134.WT_25	2681.064516129032	1638.4193548387098	c3
121137.WT_25	2614.176470588235	560.7647058823529	c0
121138.WT_25	2635.833333333333	922.5666666666668	c19
121139.WT_25	2637.2950819672133	928.8032786885246	c19
121141.WT_25	2660.435684647303	1436.5726141078835	c29
121142.WT_25	2669.768707482993	1531.7551020408164	c7
121144.WT_25	2682.5714285714284	1591.9675324675325	c13
121145.WT_25	2681.0857142857144	1644.5809523809523	c9
121146.WT_25	2683.657777777778	1678.8666666666666	c22
121147.WT_25	2682.9432624113474	1700.978723404255	c14
121150.WT_25	2624.3365384615386	727.8557692307693	c0
121151.WT_25	2626.185185185185	794.6666666666666	c29
121152.WT_25	2626.526785714286	801.9464285714286	c29
121153.WT_25	2637.393103448276	946.3448275862067	c19
121154.WT_25	2647.1015625	1129.4765625	c19
121155.WT_25	2671.1111111111118	1490.5555555555557	c0
121156.WT_25	2674.276836158192	1518.09604519774	c13
121158.WT_25	2679.625	1615.125	c13
121159.WT_25	2593.3636363636365	256.1652892561983	c6
121162.WT_25	2600.406779661017	348.135593220339	c22
121163.WT_25	2603.6964285714284	424.6428571428572	c6
121165.WT_25	2610.1111111111118	493.22222222222223	c13
121166.WT_25	2608.4761904761904	512.952380952381	c6
121167.WT_25	2613.0454545454545	579.2727272727273	c0
121170.WT_25	2642.488888888889	1064.0148148148148	c19
121172.WT_25	2662.56	1396.96	c0
121173.WT_25	2679.809210526316	1692.2565789473683	c30
121174.WT_25	2597.8125	309.28125	c0
121175.WT_25	2601.1060606060605	380.75757575757575	c10
121179.WT_25	2612.4504504504503	542.1621621621622	c0
121180.WT_25	2620.5454545454545	680.7575757575758	c5
121181.WT_25	2620.043478260869	686.8695652173913	c8
121182.WT_25	2622.9821428571427	720.8035714285714	c23
121183.WT_25	2626.6417910447763	763.0696517412936	c0
121184.WT_25	2624.325	774.1375	c0
121185.WT_25	2664.507462686567	1405.0298507462687	c29
121186.WT_25	2660.077720207254	1422.658031088083	c6
121187.WT_25	2596.604060913706	297.1319796954315	c6
121188.WT_25	2607.864406779661	483.1694915254237	c6
121189.WT_25	2606.425	507.55	c13
121190.WT_25	2612.2567567567567	530.1891891891892	c0
121191.WT_25	2606.9240506329115	540.4177215189874	c0
121192.WT_25	2642.5460122699387	1031.159509202454	c35
121194.WT_25	2662.6023391812864	1332.251461988304	c2
121198.WT_25	2602.178571428572	369.4285714285714	c10
121200.WT_25	2606.1481481481483	495.962962962963	c6
121201.WT_25	2607.6153846153848	502.6538461538461	c6
121203.WT_25	2614.145833333333	610.8125	c0
121204.WT_25	2613.75	615.9375	c5
121205.WT_25	2614.3636363636365	621.9545454545455	c23
121206.WT_25	2618.586956521739	652.9782608695652	c2
121207.WT_25	2617.2105263157896	677.4736842105264	c5
121208.WT_25	2620.943396226415	705.0754716981132	c8
121209.WT_25	2621.125	759.0535714285714	c0
121211.WT_25	2657.0476190476197	1320.404761904762	c29
121212.WT_25	2668.43	1500.95	c13
121215.WT_25	2593.6687116564417	285.5153374233129	c22
121216.WT_25	2605.2486772486773	520.4126984126984	c0
121217.WT_25	2610.297297297297	599.7567567567568	c0
121218.WT_25	2622.7555555555555	751.5333333333333	c0
121219.WT_25	2640.5	1043.601063829787	c19
121220.WT_25	2642.230769230769	1075.2923076923078	c19
121221.WT_25	2656.304347826087	1307.9782608695652	c29
121223.WT_25	2675.582089552239	1604.4328358208954	c6
121224.WT_25	2683.5052631578947	1662.3157894736842	c13
121225.WT_25	2605.086956521739	488.1739130434783	c2
121227.WT_25	2616.746543778802	667.6774193548387	c5
121228.WT_25	2614.785714285714	680.6428571428571	c5
121229.WT_25	2613.656976744186	698.9127906976744	c8
121230.WT_25	2645.558823529412	1114.5882352941176	c19
121231.WT_25	2649.964285714286	1248.029761904762	c29
121235.WT_25	2603.555555555556	531.5277777777778	c6
121238.WT_25	2593.945945945946	306.4594594594595	c9
121239.WT_25	2596.987804878049	359.219512195122	c3
121240.WT_25	2598.4675324675327	477.974025974026	c6
121241.WT_25	2601.4814814814813	482.8518518518519	c2
121242.WT_25	2609.45	577.6	c0
121243.WT_25	2610.151515151515	636.810606060606	c0
121244.WT_25	2614.2272727272725	655.9090909090909	c5
121245.WT_25	2633.1428571428573	963.9166666666666	c19
121246.WT_25	2632.6102564102566	986.8358974358974	c19
121247.WT_25	2646.4772727272725	1256.5227272727273	c29
121249.WT_25	2668.2473684210527	1562.3157894736842	c0
121250.WT_25	2674.00625	1631.6875	c6
121252.WT_25	2592.74	326.98	c6
121253.WT_25	2598.6481481481483	375.1851851851852	c10
121254.WT_25	2599.505617977528	395.1685393258427	c6
121255.WT_25	2609.690476190476	555.2380952380952	c0
121256.WT_25	2616.1977401129943	711.6497175141243	c8
121257.WT_25	2618.5619047619048	740.952380952381	c0
121258.WT_25	2639.4150943396226	1109.867924528302	c19
121260.WT_25	2660.15873015873	1413.3333333333333	c6
121261.WT_25	2659.3846153846152	1447.868131868132	c0
121263.WT_25	2671.714285714286	1642.6813186813188	c13
121265.WT_25	2593.089552238806	315.13432835820896	c21
121268.WT_25	2606.6548672566373	610.5132743362832	c23
121269.WT_25	2613.1071428571427	647.5071428571429	c8
121271.WT_25	2628.7741935483878	939.8387096774194	c19
121272.WT_25	2661.3138686131388	1458.3649635036495	c0
121273.WT_25	2671.092783505155	1618.5257731958764	c14
121274.WT_25	2675.7707317073173	1665.770731707317	c9
121277.WT_25	2593.94	369.35	c10
121279.WT_25	2606.8899082568805	568.0825688073395	c0
121281.WT_25	2617.7391304347825	722.5434782608696	c0
121282.WT_25	2616.3478260869565	732.0869565217391	c2
121283.WT_25	2616.8048780487807	745.9512195121952	c0
121284.WT_25	2620.3398692810456	783.7058823529412	c12
121285.WT_25	2631.2876712328766	913.6986301369864	c19
121288.WT_25	2663.5777777777776	1477.1555555555556	c0
121289.WT_25	2663.6326530612246	1493.142857142857	c7
121293.WT_25	2596.3283582089557	486.13432835820896	c0
121294.WT_25	2601.25	491.03125	c2
121296.WT_25	2607.974358974359	655.6153846153846	c8
121297.WT_25	2611.086206896552	660.1551724137931	c5
121298.WT_25	2627.4565217391305	920.1739130434784	c19
121299.WT_25	2648.356687898089	1280.8789808917195	c29
121301.WT_25	2662.318181818182	1466.2727272727273	c32
121302.WT_25	2668.1704545454545	1512.1477272727273	c0
121303.WT_25	2597.3728813559323	494.03389830508473	c2
121304.WT_25	2617.958333333333	795.6388888888889	c12
121307.WT_25	2649.1404958677685	1291.190082644628	c29
121308.WT_25	2652.0	1309.6	c0
121309.WT_25	2662.16	1506.0	c29
121311.WT_25	2594.123809523809	332.6	c6
121313.WT_25	2593.153846153846	378.1923076923077	c10
121314.WT_25	2597.851063829787	502.3085106382979	c0
121315.WT_25	2599.453125	539.09375	c0
121317.WT_25	2627.5851063829787	901.1170212765958	c19
121318.WT_25	2627.5648854961837	950.7328244274808	c19
121319.WT_25	2633.481132075472	1028.8490566037735	c19
121320.WT_25	2638.294520547945	1102.5342465753424	c19
121321.WT_25	2651.0826446280994	1321.396694214876	c8
121323.WT_25	2657.608695652174	1429.0434782608695	c29
121324.WT_25	2661.2075471698117	1512.8867924528302	c0
121327.WT_25	2596.0454545454545	447.8181818181818	c21
121329.WT_25	2606.28125	595.1875	c23
121330.WT_25	2607.503401360544	623.9183673469388	c23
121331.WT_25	2610.21387283237	687.2543352601156	c8
121332.WT_25	2614.7	748.3	c0
121333.WT_25	2616.368421052632	753.1052631578947	c3
121334.WT_25	2611.578125	791.2265625	c29
121335.WT_25	2633.7685185185187	1070.611111111111	c19
121336.WT_25	2640.014705882353	1128.75	c19
121338.WT_25	2653.086956521739	1358.4202898550725	c29
121339.WT_25	2665.9444444444443	1554.5555555555557	c0
121340.WT_25	2668.657142857143	1580.2	c14
121341.WT_25	2585.989361702128	305.63829787234044	c14
121343.WT_25	2599.0	524.8846153846154	c23
121344.WT_25	2605.5254237288136	666.2033898305085	c8
121345.WT_25	2625.583333333333	931.0	c19
121346.WT_25	2667.891304347826	1626.4565217391305	c9
121347.WT_25	2591.5913043478263	408.8608695652174	c6
121348.WT_25	2612.04	750.92	c0
121349.WT_25	2612.92	755.68	c0
121350.WT_25	2614.5	759.95	c0
121351.WT_25	2623.05	907.05	c19
121352.WT_25	2653.978723404255	1411.276595744681	c29
121353.WT_25	2660.676470588235	1483.264705882353	c12
121354.WT_25	2584.8625	295.3125	c14
121355.WT_25	2586.535714285714	323.42857142857144	c21
121357.WT_25	2596.4375	453.0	c6
121359.WT_25	2600.5238095238096	544.6666666666666	c0
121360.WT_25	2601.8041237113403	550.9690721649484	c0
121361.WT_25	2602.1392405063293	559.5949367088608	c0
121365.WT_25	2669.1573033707864	1653.9325842696628	c6
121368.WT_25	2584.9	315.15	c21
121372.WT_25	2601.9295774647885	590.2535211267606	c0
121375.WT_25	2629.3614457831327	974.2048192771084	c19
121376.WT_25	2583.439393939394	279.2121212121212	c22
121377.WT_25	2594.0	442.4285714285714	c10
121378.WT_25	2595.784615384616	459.3538461538462	c21
121379.WT_25	2594.310344827586	474.5862068965517	c0
121380.WT_25	2595.9375	532.15625	c0
121381.WT_25	2607.412213740458	717.3969465648855	c8
121382.WT_25	2609.5846153846155	728.2307692307693	c0
121386.WT_25	2646.5622317596567	1269.5278969957085	c29
121387.WT_25	2650.7380952380954	1340.9166666666667	c2
121389.WT_25	2661.679775280899	1547.5449438202247	c29
121390.WT_25	2663.8804347826085	1601.7282608695652	c6
121391.WT_25	2663.583333333333	1609.4166666666667	c23
121392.WT_25	2589.1415094339623	350.32547169811323	c6
121395.WT_25	2629.784615384616	1056.053846153846	c19
121398.WT_25	2639.490291262136	1144.8252427184466	c19
121400.WT_25	2659.934426229508	1522.655737704918	c6
121401.WT_25	2665.2127659574467	1580.1702127659576	c0
121402.WT_25	2670.689655172414	1679.396551724138	c6
121405.WT_25	2589.40404040404	382.3636363636364	c21
121407.WT_25	2603.846153846154	673.4082840236687	c5
121408.WT_25	2608.6216216216217	736.7297297297297	c23
121409.WT_25	2609.5	742.7916666666666	c0
121410.WT_25	2622.6629213483147	958.1797752808988	c19
121412.WT_25	2664.25641025641	1646.3461538461538	c17
121414.WT_25	2590.928571428572	393.9603174603175	c10
121415.WT_25	2595.40350877193	519.0175438596491	c0
121416.WT_25	2598.435483870968	565.8548387096774	c0
121417.WT_25	2597.9795918367345	574.3469387755102	c23
121418.WT_25	2600.85	608.7	c0
121419.WT_25	2620.0602409638554	895.7289156626506	c19
121422.WT_25	2633.676470588235	1117.1941176470589	c19
121423.WT_25	2644.818181818182	1323.6969696969695	c8
121424.WT_25	2662.5	1528.076923076923	c6
121427.WT_25	2584.703703703704	327.22222222222223	c10
121428.WT_25	2584.4142857142856	388.5571428571429	c10
121429.WT_25	2595.586206896552	555.4827586206897	c0
121430.WT_25	2610.6620689655174	773.4551724137931	c0
121431.WT_25	2629.492307692308	1127.4615384615386	c19
121432.WT_25	2649.478260869565	1433.5942028985507	c0
121434.WT_25	2663.558139534884	1635.186046511628	c14
121435.WT_25	2669.0	1704.676300578035	c30
121436.WT_25	2585.340425531915	408.5531914893617	c10
121437.WT_25	2590.6610169491523	460.3728813559322	c21
121438.WT_25	2592.555555555556	496.22222222222223	c2
121439.WT_25	2594.84375	509.1875	c0
121440.WT_25	2593.7123287671234	543.5342465753424	c23
121441.WT_25	2599.487804878049	602.260162601626	c23
121442.WT_25	2602.4239130434785	650.0108695652174	c8
121446.WT_25	2631.0813953488373	1137.5348837209303	c19
121447.WT_25	2639.71875	1284.84375	c29
121448.WT_25	2639.79797979798	1316.959595959596	c8
121450.WT_25	2645.784615384616	1345.8461538461538	c23
121451.WT_25	2659.4864864864867	1570.162162162162	c7
121452.WT_25	2658.6847826086955	1576.3260869565215	c6
121453.WT_25	2662.4341463414635	1589.2243902439025	c6
121454.WT_25	2668.114285714286	1685.2285714285715	c9
121455.WT_25	2576.377483443709	261.8543046357616	c27
121456.WT_25	2579.6428571428573	299.07142857142856	c14
121457.WT_25	2579.9	323.5	c10
121458.WT_25	2581.7105263157896	330.4736842105263	c10
121459.WT_25	2582.3614457831327	342.65060240963857	c0
121460.WT_25	2590.030612244898	435.7142857142857	c10
121461.WT_25	2590.109375	449.28125	c21
121463.WT_25	2591.194805194805	470.012987012987	c2
121464.WT_25	2607.769230769231	754.3846153846154	c0
121465.WT_25	2655.0308641975307	1475.2654320987654	c0
121466.WT_25	2654.245762711864	1487.7457627118645	c32
121467.WT_25	2655.08	1508.04	c29
121468.WT_25	2575.488372093024	272.8837209302326	c27
121470.WT_25	2579.735294117647	335.7352941176471	c10
121471.WT_25	2595.1111111111118	569.6296296296297	c0
121472.WT_25	2599.0133333333333	642.4866666666667	c23
121473.WT_25	2601.123456790124	694.5679012345679	c8
121475.WT_25	2605.5421686746986	748.1807228915662	c0
121476.WT_25	2640.433962264151	1325.9811320754718	c23
121477.WT_25	2651.6381578947367	1455.4013157894738	c0
121478.WT_25	2653.223463687151	1497.0391061452517	c0
121483.WT_25	2583.6438356164385	400.1917808219178	c21
121486.WT_25	2607.814814814815	760.4444444444445	c0
121487.WT_25	2608.608695652174	779.9130434782609	c0
121489.WT_25	2641.832512315271	1303.0221674876848	c29
121492.WT_25	2657.133333333333	1560.9666666666667	c0
121493.WT_25	2586.6666666666665	443.5	c2
121494.WT_25	2590.7301587301586	526.4920634920635	c0
121495.WT_25	2596.809523809524	620.0680272108843	c23
121496.WT_25	2604.1153846153848	700.1538461538462	c23
121497.WT_25	2618.7871287128714	981.5544554455446	c19
121498.WT_25	2624.6612903225805	1028.798387096774	c19
121500.WT_25	2646.490909090909	1430.4545454545455	c29
121501.WT_25	2653.927272727273	1567.490909090909	c29
121502.WT_25	2658.25	1608.5	c6
121504.WT_25	2576.769230769231	326.7307692307692	c10
121505.WT_25	2579.137931034483	349.48275862068965	c0
121506.WT_25	2589.1363636363635	476.95454545454544	c2
121507.WT_25	2591.4615384615386	513.7435897435897	c0
121508.WT_25	2591.764705882353	566.8235294117648	c0
121512.WT_25	2603.766666666667	764.5666666666667	c3
121513.WT_25	2606.608695652174	768.4347826086956	c3
121514.WT_25	2610.0619469026547	806.070796460177	c29
121515.WT_25	2646.3888888888887	1412.0972222222222	c0
121517.WT_25	2651.3888888888887	1506.388888888889	c0
121518.WT_25	2659.401459854015	1626.2627737226278	c9
121519.WT_25	2577.2680412371133	284.3814432989691	c22
121520.WT_25	2583.7	439.0	c9
121521.WT_25	2590.25	542.0357142857143	c0
121522.WT_25	2597.038461538461	586.2692307692307	c0
121523.WT_25	2637.6279069767443	1264.8217054263566	c29
121526.WT_25	2643.6296296296296	1427.962962962963	c0
121527.WT_25	2662.146551724138	1670.5862068965516	c7
121528.WT_25	2577.734375	317.109375	c21
121529.WT_25	2581.866666666667	415.4	c6
121530.WT_25	2584.032786885246	462.6065573770492	c10
121531.WT_25	2595.0	589.5	c0
121532.WT_25	2592.4651162790697	630.0930232558139	c0
121536.WT_25	2646.6666666666665	1443.6333333333334	c0
121538.WT_25	2653.6875	1518.3359375	c12
121539.WT_25	2578.055555555556	357.9074074074074	c0
121540.WT_25	2579.7619047619046	367.7190476190476	c6
121541.WT_25	2583.324324324324	451.02702702702703	c0
121542.WT_25	2587.247191011236	504.876404494382	c2
121544.WT_25	2592.1875	582.0	c0
121547.WT_25	2622.5829787234043	1104.978723404255	c19
121548.WT_25	2623.8311688311687	1119.077922077922	c19
121549.WT_25	2571.3809523809523	289.35714285714283	c14
121550.WT_25	2572.7924528301887	296.5094339622641	c14
121551.WT_25	2574.333333333333	309.37179487179486	c14
121552.WT_25	2579.333333333333	394.8571428571428	c30
121553.WT_25	2586.935897435897	490.0769230769231	c6
121554.WT_25	2586.395833333333	496.6875	c2
121555.WT_25	2589.54	552.84	c0
121556.WT_25	2593.735294117647	592.8235294117648	c0
121557.WT_25	2605.190476190476	800.4285714285714	c12
121558.WT_25	2610.983050847457	904.5932203389832	c19
121563.WT_25	2577.897435897436	385.0128205128205	c23
121564.WT_25	2588.2	585.6285714285714	c0
121566.WT_25	2611.7631578947367	918.8815789473684	c19
121567.WT_25	2615.030303030303	943.7348484848484	c19
121568.WT_25	2616.536842105263	1030.3052631578948	c19
121569.WT_25	2620.716129032258	1064.909677419355	c19
121571.WT_25	2655.7640449438204	1615.3483146067415	c14
121572.WT_25	2661.1929824561403	1656.140350877193	c13
121576.WT_25	2575.0454545454545	378.5568181818182	c6
121578.WT_25	2617.01775147929	1054.5502958579882	c19
121580.WT_25	2641.214285714286	1426.928571428571	c0
121582.WT_25	2648.4651162790697	1512.3953488372092	c10
121583.WT_25	2655.366666666667	1533.977777777778	c32
121584.WT_25	2571.5333333333333	317.3333333333333	c6
121585.WT_25	2572.5882352941176	322.5	c9
121586.WT_25	2574.0222222222224	333.53333333333336	c6
121587.WT_25	2575.2272727272725	394.3181818181818	c23
121588.WT_25	2597.47311827957	703.5806451612904	c0
121590.WT_25	2622.7638888888887	1133.638888888889	c19
121591.WT_25	2644.3888888888887	1447.8333333333333	c7
121592.WT_25	2647.061224489796	1462.5102040816328	c32
121593.WT_25	2655.4523809523807	1593.571428571429	c0
121599.WT_25	2581.958579881657	482.4319526627218	c12
121600.WT_25	2585.7	536.7	c2
121601.WT_25	2587.5940594059407	561.3465346534654	c0
121602.WT_25	2587.4864864864867	594.3378378378378	c0
121603.WT_25	2589.450980392157	599.9215686274509	c23
121604.WT_25	2590.4473684210525	607.719298245614	c23
121605.WT_25	2595.8669527897	682.9227467811158	c8
121606.WT_25	2599.6260869565217	729.2521739130435	c8
121607.WT_25	2602.2727272727275	809.1818181818181	c0
121611.WT_25	2657.333333333333	1650.5384615384614	c6
121613.WT_25	2625.757709251101	1147.171806167401	c19
121614.WT_25	2638.8370786516853	1351.0337078651685	c2
121615.WT_25	2642.751295336788	1477.3730569948186	c32
121616.WT_25	2650.1323529411766	1576.3529411764705	c6
121617.WT_25	2655.306818181818	1637.2954545454545	c14
121621.WT_25	2578.428571428572	412.1785714285714	c10
121622.WT_25	2583.0438596491226	515.5438596491229	c0
121623.WT_25	2591.0	646.0869565217391	c23
121624.WT_25	2597.2363636363634	735.8909090909091	c8
121625.WT_25	2635.333333333333	1255.5047619047618	c29
121626.WT_25	2632.690265486726	1286.3362831858408	c2
121628.WT_25	2642.058823529412	1441.1764705882354	c0
121629.WT_25	2650.2280701754385	1586.6315789473683	c6
121632.WT_25	2580.529411764706	471.2823529411765	c6
121633.WT_25	2584.878048780488	549.780487804878	c0
121635.WT_25	2601.4193548387098	783.4193548387096	c29
121637.WT_25	2608.8976377952754	962.1023622047244	c19
121638.WT_25	2616.556390977444	1045.2781954887218	c19
121639.WT_25	2631.2743902439024	1333.0548780487804	c2
121641.WT_25	2651.4166666666665	1598.3833333333334	c0
121644.WT_25	2565.6106194690265	254.0353982300885	c17
121645.WT_25	2569.4077669902917	340.7864077669903	c10
121646.WT_25	2573.02	347.76	c6
121647.WT_25	2578.25	476.875	c12
121648.WT_25	2585.76	543.08	c0
121653.WT_25	2598.04	744.0	c2
121654.WT_25	2601.8275862068967	796.9310344827586	c29
121655.WT_25	2628.3	1252.7125	c29
121657.WT_25	2646.595588235294	1543.0257352941176	c12
121658.WT_25	2565.548387096774	263.6236559139785	c27
121661.WT_25	2578.36170212766	444.2127659574468	c6
121662.WT_25	2577.25	449.4375	c0
121663.WT_25	2577.7419354838707	455.2903225806452	c6
121664.WT_25	2583.4	526.6428571428571	c0
121665.WT_25	2583.21875	555.75	c0
121668.WT_25	2627.8358208955224	1279.902985074627	c29
121671.WT_25	2565.182926829268	295.9512195121951	c14
121672.WT_25	2572.1612903225805	352.741935483871	c12
121673.WT_25	2573.1714285714284	397.22857142857146	c10
121674.WT_25	2577.4954128440368	500.0275229357798	c0
121676.WT_25	2597.6119402985078	765.1641791044776	c8
121680.WT_25	2631.47311827957	1321.9247311827958	c29
121681.WT_25	2636.4979253112037	1467.850622406639	c0
121682.WT_25	2647.260869565217	1552.8115942028985	c6
121683.WT_25	2656.611510791367	1695.4172661870505	c3
121684.WT_25	2563.2242990654204	274.5607476635514	c22
121685.WT_25	2565.070588235294	306.77647058823527	c14
121686.WT_25	2573.409090909091	416.27272727272725	c23
121687.WT_25	2575.6060606060605	433.7878787878788	c0
121688.WT_25	2578.555555555556	459.94444444444446	c6
121689.WT_25	2580.8444444444444	531.6	c2
